Transaction ID,Order ID,Date
Fit20533,20533,14/04/2016 20:35:39
Fit20541,20541,07/04/2016 18:32:54
Fit20543,20543,11/04/2016 14:54:42
Fit20546,20546,07/04/2016 20:37:16
Fit20548,20548,08/04/2016 07:14:59
Fit20560,20560,13/04/2016 14:46:15
Fit20562,20562,08/04/2016 17:42:30
Fit20564,20564,08/04/2016 21:39:14
Fit20565,20565,08/04/2016 21:46:27
Fit20566,20566,09/04/2016 08:41:24
Fit20567,20567,08/04/2016 18:38:32
Fit20568,20568,16/05/2016 17:41:31
Fit20569,20569,09/04/2016 12:23:24
Fit20574,20574,12/04/2016 13:03:52
Fit20578,20578,10/04/2016 12:27:21
Fit20580,20580,10/04/2016 17:31:35
Fit20582,20582,10/04/2016 19:22:25
Fit20583,20583,10/04/2016 20:16:20
Fit20588,20588,11/04/2016 09:42:57
Fit20590,20590,11/04/2016 10:18:44
Fit20597,20597,11/04/2016 22:11:36
Fit20602,20602,22/04/2016 13:09:31
Fit20603,20603,22/04/2016 17:12:25
Fit20606,20606,25/04/2016 13:40:09
Fit20617,20617,11/04/2016 15:52:04
Fit20619,20619,11/04/2016 17:32:48
Fit20627,20627,11/04/2016 17:53:19
Fit20633,20633,11/04/2016 22:29:56
Fit20635,20635,16/04/2016 08:01:52
Fit20639,20639,12/04/2016 12:45:53
Fit20643,20643,12/04/2016 15:41:28
Fit20646,20646,12/04/2016 14:32:27
Fit20652,20652,23/04/2016 10:44:12
Fit20656,20656,13/04/2016 13:53:47
Fit20658,20658,12/04/2016 19:16:15
20659,20659,30/04/2016 21:08:33
20661,20661,02/05/2016 15:33:31
20662,20662,02/05/2016 15:37:43
Fit20665,20665,13/04/2016 11:23:08
Fit20666,20666,14/04/2016 10:30:30
Fit20668,20668,13/04/2016 10:52:06
20669,20669,02/05/2016 22:27:43
Fit20673,20673,13/04/2016 14:28:16
Fit20676,20676,13/04/2016 20:50:20
Fit20684,20684,13/04/2016 16:28:20
Fit20688,20688,13/04/2016 17:04:55
Fit20692,20692,15/04/2016 12:49:22
Fit20693,20693,13/04/2016 21:54:14
Fit20700,20700,14/04/2016 11:59:06
Fit20702,20702,14/04/2016 12:42:07
Fit20707,20707,21/04/2016 11:44:36
Fit20711,20711,14/04/2016 13:50:04
Fit20713,20713,14/04/2016 13:56:06
Fit20715,20715,14/04/2016 14:27:08
Fit20719,20719,16/04/2016 14:14:17
Fit20730,20730,18/04/2016 12:56:11
Fit20733,20733,14/04/2016 20:32:03
Fit20735,20735,14/04/2016 22:22:02
Fit20736,20736,14/04/2016 22:58:18
Fit20737,20737,14/04/2016 23:03:37
Fit20738,20738,15/04/2016 07:49:30
Fit20739,20739,16/04/2016 17:39:01
Fit20740,20740,15/04/2016 11:33:10
Fit20742,20742,15/04/2016 13:04:51
Fit20743,20743,15/04/2016 13:10:05
Fit20744,20744,15/04/2016 13:39:04
Fit20747,20747,15/04/2016 15:48:45
Fit20755,20755,16/04/2016 00:25:13
Fit20757,20757,16/04/2016 01:12:33
Fit20760,20760,16/04/2016 11:23:27
Fit20761,20761,16/04/2016 21:17:08
Fit20771,20771,16/04/2016 19:53:09
Fit20776,20776,16/04/2016 21:34:29
Fit20779,20779,17/04/2016 12:46:17
Fit20783,20783,25/04/2016 17:35:59
Fit20784,20784,17/04/2016 17:45:49
Fit20796,20796,18/04/2016 13:31:29
Fit20798,20798,18/04/2016 07:09:45
Fit20799,20799,18/04/2016 07:35:28
Fit20801,20801,18/04/2016 11:28:03
Fit20808,20808,18/04/2016 12:13:06
Fit20810,20810,18/04/2016 19:29:25
Fit20818,20818,18/04/2016 15:30:46
Fit20824,20824,18/04/2016 19:55:03
Fit20836,20836,19/04/2016 10:33:20
Fit20837,20837,19/04/2016 10:35:33
Fit20838,20838,19/04/2016 10:48:31
Fit20840,20840,19/04/2016 10:55:19
Fit20845,20845,19/04/2016 16:54:46
Fit20846,20846,20/04/2016 00:24:01
Fit20848,20848,19/04/2016 13:46:33
Fit20849,20849,19/04/2016 14:04:38
Fit20851,20851,09/05/2016 18:41:42
Fit20852,20852,19/04/2016 14:42:18
Fit20854,20854,19/04/2016 15:53:32
Fit20861,20861,21/04/2016 01:24:19
Fit20862,20862,20/04/2016 20:25:57
Fit20864,20864,19/04/2016 20:02:44
Fit20869,20869,27/04/2016 11:58:06
Fit20873,20873,20/04/2016 11:14:28
Fit20877,20877,20/04/2016 16:24:06
Fit20883,20883,20/04/2016 17:18:20
Fit20885,20885,20/04/2016 17:42:28
Fit20891,20891,02/05/2016 10:42:41
Fit20905,20905,20/04/2016 23:18:19
Fit20907,20907,21/04/2016 11:28:29
Fit20908,20908,21/04/2016 10:49:56
Fit20909,20909,21/04/2016 14:23:28
Fit20914,20914,23/04/2016 09:15:00
Fit20919,20919,21/04/2016 16:36:22
Fit20922,20922,21/04/2016 17:27:03
Fit20924,20924,21/04/2016 18:49:35
Fit20925,20925,22/04/2016 10:00:46
Fit20928,20928,21/04/2016 21:20:21
Fit20948,20948,11/05/2016 12:41:50
Fit20956,20956,23/04/2016 10:47:55
Fit20958,20958,23/04/2016 12:59:43
Fit20959,20959,23/04/2016 12:11:28
Fit20960,20960,25/04/2016 21:14:50
Fit20963,20963,23/04/2016 14:30:25
Fit20971,20971,05/05/2016 11:23:59
Fit20973,20973,23/04/2016 21:57:15
Fit20981,20981,24/04/2016 12:44:39
Fit20982,20982,24/04/2016 16:13:37
Fit20989,20989,25/04/2016 10:32:33
Fit20997,20997,25/04/2016 13:48:19
Fit20999,20999,25/04/2016 18:33:37
Fit21004,21004,25/04/2016 17:01:37
Fit21007,21007,25/04/2016 17:57:36
Fit21009,21009,26/04/2016 19:35:36
Fit21011,21011,14/06/2016 21:12:56
Fit21018,21018,26/04/2016 00:45:09
Fit21026,21026,26/04/2016 21:05:15
Fit21028,21028,29/04/2016 12:27:02
Fit21038,21038,29/04/2016 11:19:24
Fit21051,21051,27/04/2016 10:51:20
Fit21052,21052,27/04/2016 12:19:25
Fit21056,21056,27/04/2016 12:57:04
Fit21060,21060,27/04/2016 14:59:56
Fit21063,21063,27/04/2016 17:51:27
Fit21065,21065,27/04/2016 19:36:00
Fit21068,21068,27/04/2016 19:54:24
Fit21069,21069,28/04/2016 13:57:10
Fit21080,21080,28/04/2016 12:07:13
Fit21085,21085,28/04/2016 13:48:01
Fit21087,21087,28/04/2016 13:35:52
Fit21097,21097,28/04/2016 15:20:24
Fit21100,21100,29/04/2016 17:06:22
Fit21108,21108,28/04/2016 19:43:28
Fit21111,21111,28/04/2016 22:55:46
Fit21113,21113,29/04/2016 00:37:15
Fit21115,21115,29/04/2016 00:55:06
FIT21123,21123,29/04/2016 05:42:53
FIT21126,21126,29/04/2016 05:51:26
Fit21128,21128,29/04/2016 08:45:10
Fit21131,21131,29/04/2016 11:06:38
Fit21133,21133,02/05/2016 20:42:33
Fit21134,21134,04/05/2016 06:58:43
Fit21135,21135,29/04/2016 12:18:12
Fit21141,21141,29/04/2016 14:07:23
Fit21147,21147,30/04/2016 18:56:02
Fit21148,21148,02/05/2016 16:05:08
FIT21170,21170,30/04/2016 10:15:17
Fit21172,21172,30/04/2016 20:39:43
FIT21180,21180,30/04/2016 13:22:37
FIT21196,21196,30/04/2016 17:28:17
FIT21198,21198,30/04/2016 17:35:33
Fit21206,21206,02/05/2016 12:14:21
FIT21212,21212,30/04/2016 20:53:11
FIT21214,21214,30/04/2016 22:01:45
FIT21220,21220,01/05/2016 00:15:05
FIT21221,21221,01/05/2016 00:23:33
FIT21222,21222,01/05/2016 00:28:23
FIT21227,21227,01/05/2016 03:56:30
FIT21229,21229,01/05/2016 08:05:42
FIT21230,21230,01/05/2016 09:14:48
FIT21234,21234,01/05/2016 11:49:01
FIT21240,21240,01/05/2016 15:38:15
FIT21243,21243,01/05/2016 15:49:08
FIT21252,21252,01/05/2016 21:54:03
FIT21253,21253,01/05/2016 23:04:18
FIT21255,21255,01/05/2016 23:37:42
FIT21269,21269,02/05/2016 13:16:40
Fit21272,21272,02/05/2016 14:10:50
FIT21275,21275,02/05/2016 13:47:42
FIT21278,21278,02/05/2016 14:27:22
Fit21279,21279,03/05/2016 22:16:42
FIT21280,21280,02/05/2016 14:39:47
FIT21282,21282,02/05/2016 15:02:29
FIT21301,21301,02/05/2016 16:09:25
FIT21307,21307,02/05/2016 16:17:56
Fit21309,21309,05/05/2016 11:28:14
FIT21310,21310,02/05/2016 17:16:32
Fit21312,21312,10/05/2016 11:20:28
Fit21324,21324,03/05/2016 15:40:13
FIT21327,21327,02/05/2016 22:51:49
FIT21329,21329,03/05/2016 00:35:00
FIT21330,21330,03/05/2016 00:38:33
Fit21334,21334,03/05/2016 15:16:32
FIT21336,21336,03/05/2016 11:21:54
FIT21337,21337,03/05/2016 11:24:43
FIT21338,21338,03/05/2016 11:50:48
Fit21340,21340,03/05/2016 14:23:10
Fit21343,21343,06/05/2016 17:31:32
FIT21351,21351,03/05/2016 12:27:03
FIT21352,21352,03/05/2016 12:29:03
FIT21353,21353,03/05/2016 12:35:12
Fit21362,21362,09/05/2016 11:13:52
FIT21376,21376,03/05/2016 14:32:30
FIT21379,21379,03/05/2016 14:47:22
Fit21382,21382,03/05/2016 16:15:26
FIT21387,21387,03/05/2016 16:02:08
Fit21394,21394,10/05/2016 15:52:28
FIT21396,21396,03/05/2016 18:01:19
MFIT21400,21400,03/05/2016 18:25:05
Fit21401,21401,08/05/2016 10:47:53
Fit21410,21410,03/05/2016 19:27:07
FIT21411,21411,03/05/2016 19:46:54
FIT21414,21414,03/05/2016 20:32:23
Fit21416,21416,04/05/2016 18:05:40
FIT21418,21418,03/05/2016 22:47:14
Fit21423,21423,04/05/2016 17:27:13
Fit21426,21426,05/05/2016 12:13:29
Fit21427,21427,04/05/2016 14:17:08
FIT21429,21429,04/05/2016 15:00:50
Fit21432,21432,04/05/2016 15:32:06
FIT21449,21449,04/05/2016 17:24:36
Fit21450,21450,04/05/2016 19:52:30
Fit21459,21459,05/05/2016 22:01:28
21470,21470,05/05/2016 00:26:48
FIT21488,21488,05/05/2016 01:27:21
FIT21493,21493,05/05/2016 10:26:16
FIT21494,21494,05/05/2016 11:17:34
FIT21495,21495,05/05/2016 11:24:19
FIT21501,21501,05/05/2016 12:02:49
Fit21503,21503,18/05/2016 09:51:45
FIT21505,21505,05/05/2016 12:13:38
FIT21513,21513,05/05/2016 13:47:56
FIT21517,21517,05/05/2016 14:12:07
FIT21519,21519,05/05/2016 14:29:44
FIT21521,21521,05/05/2016 14:37:39
FIT21522,21522,05/05/2016 14:38:30
Fit21526,21526,06/05/2016 00:33:22
MFIT21571,21571,05/05/2016 21:00:29
FIT21579,21579,06/05/2016 10:42:34
FIT21587,21587,06/05/2016 13:32:45
Fit21592,21592,21/05/2016 14:45:22
FIT21594,21594,06/05/2016 15:01:54
FIT21610,21610,06/05/2016 20:07:54
Fit21625,21625,07/05/2016 11:54:26
Fit21636,21636,07/05/2016 12:09:41
Fit21641,21641,07/05/2016 12:35:00
Fit21648,21648,09/05/2016 13:47:44
FIT21657,21657,07/05/2016 16:10:46
Fit21664,21664,07/05/2016 21:58:55
FIT21678,21678,08/05/2016 13:13:58
Fit21679,21679,13/05/2016 18:59:54
FIT21689,21689,08/05/2016 17:39:15
MFIT21690,21690,08/05/2016 21:44:13
Fit21700,21700,09/05/2016 10:39:42
FIT21714,21714,09/05/2016 12:42:18
FIT21721,21721,09/05/2016 13:26:41
Fit21723,21723,09/05/2016 18:47:13
Fit21724,21724,10/05/2016 10:43:15
FIT21735,21735,09/05/2016 15:07:10
FIT21753,21753,09/05/2016 18:49:36
Fit21758,21758,11/05/2016 17:29:24
Fit21759,21759,31/05/2016 13:42:05
Fit21760,21760,13/05/2016 08:55:35
FIT21765,21765,09/05/2016 21:34:33
MFIT21767,21767,09/05/2016 22:02:12
FIT21773,21773,09/05/2016 23:45:55
FIT21778,21778,10/05/2016 06:58:19
Fit21782,21782,10/05/2016 19:40:48
FIT21786,21786,10/05/2016 12:07:24
Fit21789,21789,14/05/2016 20:19:27
FIT21803,21803,10/05/2016 15:17:51
Fit21809,21809,10/05/2016 17:46:45
FIT21817,21817,10/05/2016 22:34:42
Fit21823,21823,13/05/2016 14:03:01
FIT21827,21827,10/05/2016 19:43:23
FIT21828,21828,10/05/2016 19:46:21
FIT21832,21832,10/05/2016 23:01:57
FIT21833,21833,10/05/2016 23:51:42
Fit21834,21834,11/05/2016 19:56:09
Fit21841,21841,11/05/2016 12:18:58
Fit21843,21843,11/05/2016 10:45:58
Fit21844,21844,11/05/2016 10:41:04
FIT21845,21845,11/05/2016 11:23:30
FIT21847,21847,11/05/2016 11:34:38
FIT21848,21848,11/05/2016 12:00:19
FIT21855,21855,11/05/2016 12:43:57
Fit21883,21883,20/05/2016 16:49:58
Fit21893,21893,13/05/2016 02:25:36
FIT21896,21896,11/05/2016 20:06:52
Fit21907,21907,13/05/2016 16:24:44
FIT21908,21908,12/05/2016 10:04:59
Fit21917,21917,18/05/2016 19:37:31
FIT21922,21922,12/05/2016 13:04:48
FIT21926,21926,12/05/2016 15:06:53
FIT21942,21942,12/05/2016 20:13:45
Fit21956,21956,13/05/2016 18:01:00
FIT21957,21957,13/05/2016 10:43:29
Fit21967,21967,13/05/2016 13:14:52
Fit21971,21971,13/05/2016 13:34:26
Fit21979,21979,16/05/2016 19:37:21
Fit21981,21981,17/05/2016 01:47:41
Fit21988,21988,19/05/2016 16:15:33
Fit21990,21990,19/05/2016 12:00:38
FIT21994,21994,13/05/2016 22:22:00
Fit21998,21998,16/05/2016 12:26:20
Fit21999,21999,16/05/2016 13:47:45
Fit22014,22014,14/05/2016 17:31:14
Fit22015,22015,16/05/2016 16:18:15
Fit22016,22016,15/05/2016 12:11:25
Fit22017,22017,15/05/2016 10:22:14
FIT22022,22022,14/05/2016 20:28:19
FIT22025,22025,15/05/2016 08:38:21
FIT22028,22028,15/05/2016 12:38:20
FIT22043,22043,16/05/2016 10:14:58
FIT22047,22047,16/05/2016 12:36:19
FIT22048,22048,16/05/2016 12:48:01
FIT22056,22056,16/05/2016 15:14:51
Fit22057,22057,17/05/2016 18:14:08
FIT22059,22059,16/05/2016 16:24:30
Fit22067,22067,16/05/2016 22:24:30
Fit22070,22070,20/05/2016 18:15:10
Fit22081,22081,17/05/2016 20:53:44
Fit22084,22084,18/05/2016 15:05:35
Fit22088,22088,17/05/2016 16:12:08
Fit22097,22097,19/05/2016 19:17:20
Fit22101,22101,18/05/2016 09:46:53
Fit22102,22102,18/05/2016 10:24:24
FIT22103,22103,17/05/2016 19:01:50
FIT22105,22105,17/05/2016 19:31:58
Fit22116,22116,19/07/2016 15:32:53
Fit22122,22122,20/05/2016 19:10:43
Fit22130,22130,18/05/2016 15:23:44
Fit22131,22131,19/05/2016 19:55:45
FIT22143,22143,18/05/2016 17:18:06
FIT22144,22144,18/05/2016 17:22:24
Fit22145,22145,18/05/2016 17:39:43
FIT22146,22146,18/05/2016 18:08:47
FIT22149,22149,18/05/2016 20:26:14
FIT22151,22151,18/05/2016 21:48:50
Fit22159,22159,24/05/2016 11:44:28
Fit22162,22162,23/05/2016 19:54:10
FIT22166,22166,19/05/2016 12:59:57
FIT22172,22172,19/05/2016 13:51:14
Fit22174,22174,19/05/2016 15:00:14
Fit22175,22175,20/05/2016 13:22:35
Fit22176,22176,20/05/2016 17:42:01
Fit22177,22177,19/05/2016 14:12:06
FIT22183,22183,19/05/2016 15:09:23
Fit22186,22186,19/05/2016 15:54:59
FIT22195,22195,19/05/2016 16:32:48
MFIT22201,22201,19/05/2016 17:27:22
Fit22205,22205,25/05/2016 17:48:25
MFIT22206,22206,19/05/2016 18:09:16
MFIT22210,22210,19/05/2016 18:22:33
MFIT22218,22218,19/05/2016 22:24:44
FIT22222,22222,19/05/2016 22:41:06
FIT22223,22223,19/05/2016 22:42:50
Fit22243,22243,31/05/2016 10:15:02
FIT22250,22250,20/05/2016 13:41:05
FIT22251,22251,20/05/2016 13:46:07
Fit22253,22253,20/05/2016 14:31:50
Fit22256,22256,21/05/2016 11:39:36
Fit22257,22257,25/05/2016 18:07:35
Fit22270,22270,21/05/2016 09:12:13
FIT22272,22272,20/05/2016 19:31:40
FIT22273,22273,20/05/2016 20:08:24
FIT22275,22275,20/05/2016 21:12:13
FIT22276,22276,20/05/2016 23:50:02
Fit22285,22285,23/05/2016 20:47:56
FIT22294,22294,21/05/2016 14:51:08
FIT22307,22307,21/05/2016 21:20:11
FIT22323,22323,22/05/2016 13:16:44
FIT22325,22325,22/05/2016 15:05:38
Fit22328,22328,03/06/2016 23:35:15
Fit22332,22332,06/06/2016 18:09:14
FIT22337,22337,22/05/2016 23:07:08
FIT22338,22338,22/05/2016 23:19:41
Fit22355,22355,23/05/2016 16:27:40
FIT22365,22365,23/05/2016 12:43:27
FIT22366,22366,23/05/2016 12:55:08
Fit22379,22379,23/05/2016 17:16:37
MFIT22382,22382,23/05/2016 15:47:14
FIT22409,22409,23/05/2016 19:03:32
Fit22412,22412,26/05/2016 16:46:27
FIT22415,22415,23/05/2016 20:54:07
Fit22418,22418,28/05/2016 10:14:11
FIT22419,22419,23/05/2016 22:14:12
FIT22421,22421,23/05/2016 22:21:22
FIT22422,22422,23/05/2016 22:22:48
FIT22423,22423,23/05/2016 22:31:19
FIT22426,22426,23/05/2016 23:22:17
FIT22427,22427,24/05/2016 00:26:46
Fit22434,22434,25/05/2016 13:19:18
FIT22435,22435,24/05/2016 08:25:48
FIT22436,22436,24/05/2016 08:29:50
FIT22465,22465,24/05/2016 13:34:19
Fit22466,22466,24/05/2016 13:48:28
Fit22467,22467,24/05/2016 13:51:43
Fit22469,22469,24/05/2016 16:23:54
FIT22473,22473,24/05/2016 16:20:41
Fit22481,22481,24/05/2016 17:30:21
Fit22487,22487,28/05/2016 22:33:06
Fit22489,22489,24/05/2016 21:11:07
Fit22491,22491,24/05/2016 20:44:11
Fit22492,22492,24/05/2016 20:42:18
FIT22500,22500,24/05/2016 21:45:46
FIT22504,22504,25/05/2016 00:39:04
FIT22510,22510,25/05/2016 14:15:14
MFIT22518,22518,25/05/2016 15:45:13
FIT22544,22544,25/05/2016 20:59:09
Fit22550,22550,26/05/2016 08:16:32
FIT22552,22552,26/05/2016 09:16:57
MFIT22581,22581,26/05/2016 13:30:42
MFIT22585,22585,26/05/2016 13:42:33
Fit22590,22590,30/05/2016 13:04:22
FIT22596,22596,26/05/2016 16:22:46
Fit22603,22603,26/05/2016 16:41:26
Fit22604,22604,26/05/2016 16:42:52
FIT22605,22605,26/05/2016 17:08:30
FIT22613,22613,26/05/2016 23:15:28
FIT22616,22616,26/05/2016 23:26:03
FIT22619,22619,27/05/2016 08:18:50
Fit22621,22621,31/05/2016 12:48:44
MFIT22627,22627,27/05/2016 11:38:27
Fit22628,22628,27/05/2016 15:28:28
FIT22632,22632,27/05/2016 14:17:18
FIT22642,22642,27/05/2016 15:25:19
Fit22643,22643,27/05/2016 15:46:11
Fit22649,22649,27/05/2016 17:24:50
Fit22650,22650,27/05/2016 17:44:42
Fit22655,22655,01/06/2016 15:58:35
Fit22656,22656,01/06/2016 16:09:47
FIT22663,22663,27/05/2016 23:20:23
FIT22666,22666,28/05/2016 07:13:06
FIT22670,22670,28/05/2016 10:25:07
FIT22672,22672,28/05/2016 10:36:58
FIT22675,22675,28/05/2016 12:35:43
Fit22679,22679,28/05/2016 14:08:16
Fit22682,22682,29/05/2016 10:57:42
Fit22685,22685,31/05/2016 19:41:04
FIT22696,22696,29/05/2016 17:01:47
FIT22702,22702,29/05/2016 23:30:23
Fit22703,22703,02/06/2016 15:27:04
Fit22705,22705,01/06/2016 12:49:17
Fit22707,22707,30/05/2016 09:45:30
FIT22709,22709,30/05/2016 10:25:38
FIT22712,22712,30/05/2016 10:46:46
Fit22713,22713,31/05/2016 22:38:31
FIT22714,22714,30/05/2016 11:13:59
FIT22716,22716,30/05/2016 11:46:51
Fit22730,22730,30/05/2016 23:00:43
FIT22732,22732,30/05/2016 15:07:04
Fit22733,22733,10/06/2016 20:44:09
Fit22734,22734,07/06/2016 12:41:03
FIT22735,22735,30/05/2016 15:56:29
FIT22737,22737,30/05/2016 16:42:08
Fit22745,22745,31/05/2016 23:20:09
Fit22746,22746,31/05/2016 23:15:13
FIT22748,22748,30/05/2016 18:42:36
Fit22749,22749,30/05/2016 21:53:39
Fit22756,22756,01/06/2016 19:43:34
Fit22757,22757,31/05/2016 13:05:12
FIT22758,22758,30/05/2016 20:45:52
Fit22759,22759,31/05/2016 00:52:03
Fit22763,22763,31/05/2016 22:47:29
FIT22765,22765,30/05/2016 22:55:02
FIT22768,22768,30/05/2016 23:59:08
Fit22770,22770,31/05/2016 09:21:13
Fit22776,22776,31/05/2016 12:41:53
FIT22783,22783,31/05/2016 12:12:32
Fit22784,22784,31/05/2016 16:02:34
FIT22788,22788,31/05/2016 12:50:52
Fit22791,22791,01/06/2016 16:09:02
Fit22792,22792,01/06/2016 17:10:15
Fit22797,22797,13/06/2016 10:49:45
Fit22800,22800,01/06/2016 10:20:34
FIT22803,22803,31/05/2016 16:59:58
Fit22805,22805,01/06/2016 23:37:18
Fit22806,22806,01/06/2016 12:04:29
FIT22808,22808,31/05/2016 17:38:30
FIT22811,22811,01/06/2016 00:57:38
FIT22814,22814,31/05/2016 20:27:52
FIT22815,22815,31/05/2016 21:30:33
FIT22816,22816,31/05/2016 21:42:04
Fit22821,22821,02/06/2016 14:14:42
Fit22826,22826,01/06/2016 12:51:13
FIT22827,22827,01/06/2016 09:50:12
Fit22830,22830,01/06/2016 11:37:40
Fit22832,22832,01/06/2016 11:45:53
FIT22837,22837,01/06/2016 12:26:30
Fit22838,22838,02/06/2016 16:22:25
Fit22839,22839,02/06/2016 16:31:17
Fit22841,22841,01/06/2016 13:09:37
Fit22844,22844,01/06/2016 16:34:46
Fit22849,22849,02/06/2016 17:40:08
Fit22850,22850,01/06/2016 19:39:07
Fit22852,22852,01/06/2016 16:54:30
Fit22855,22855,03/06/2016 01:18:40
Fit22865,22865,01/06/2016 21:18:28
FIT22868,22868,01/06/2016 21:05:11
FIT22870,22870,01/06/2016 22:09:12
Fit22877,22877,02/06/2016 17:12:07
FIT22878,22878,02/06/2016 08:57:34
Fit22881,22881,04/06/2016 15:33:05
Fit22883,22883,02/06/2016 14:20:07
Fit22893,22893,03/06/2016 12:14:03
FIT22895,22895,02/06/2016 13:09:42
FIT22902,22902,02/06/2016 14:44:44
FIT22903,22903,02/06/2016 14:43:53
Fit22904,22904,02/06/2016 15:21:42
Fit22905,22905,07/06/2016 13:30:42
FIT22906,22906,02/06/2016 15:15:04
FIT22907,22907,02/06/2016 15:22:53
Fit22908,22908,02/06/2016 15:53:54
Fit22919,22919,03/06/2016 12:26:30
Fit22920,22920,04/07/2016 11:59:49
FIT22928,22928,02/06/2016 21:03:04
FIT22930,22930,02/06/2016 21:44:49
FIT22944,22944,03/06/2016 22:40:21
Fit22952,22952,03/06/2016 18:30:56
Fit22960,22960,03/06/2016 15:55:00
FIT22962,22962,03/06/2016 16:10:35
FIT22968,22968,03/06/2016 19:16:07
FIT22969,22969,03/06/2016 19:24:19
Fit22980,22980,04/06/2016 14:53:42
FIT22981,22981,04/06/2016 11:56:23
Fit22989,22989,07/06/2016 11:33:59
FIT23001,23001,04/06/2016 20:59:14
FIT23002,23002,04/06/2016 21:03:09
FIT23003,23003,04/06/2016 21:40:27
FIT23005,23005,04/06/2016 23:24:21
FIT23011,23011,05/06/2016 14:31:47
FIT23012,23012,05/06/2016 15:29:22
FIT23018,23018,05/06/2016 23:50:16
Fit23019,23019,19/06/2016 16:38:57
Fit23025,23025,06/06/2016 20:09:43
FIT23029,23029,06/06/2016 11:20:37
Fit23035,23035,06/06/2016 22:53:21
FIT23039,23039,06/06/2016 12:47:33
Fit23040,23040,07/06/2016 18:43:06
Fit23044,23044,10/06/2016 16:48:48
Fit23049,23049,08/06/2016 15:27:04
Fit23050,23050,06/06/2016 14:18:25
FIT23059,23059,06/06/2016 14:34:47
Fit23062,23062,14/06/2016 19:49:33
Fit23063,23063,07/06/2016 16:56:20
FIT23064,23064,06/06/2016 16:05:29
FIT23070,23070,07/06/2016 11:27:13
FIT23073,23073,06/06/2016 18:49:54
